timestamp,fermenter_id,temperature,pH,CO2,ethanol,glucose,yeast,pressure,agitation_speed,acetic_acid,fermenter_age_hr,infection_label
2025-03-01 00:00:00,F1,32.74507123,5.375130922,89.74131894,45.77577671,14.54485677,7.840798288,1.180631634,212.5581423,0.293964415,0,0
2025-03-01 02:00:00,F1,31.79260355,5.463094928,100.6233135,43.00858483,12.43481171,9.012942885,1.446301369,210.8569912,0.339825007,2,0
2025-03-01 04:00:00,F1,32.97153281,5.379051067,101.0716992,45.58794315,13.70980785,7.820470166,1.169340693,192.2837486,0.308777953,4,0
2025-03-01 06:00:00,F1,34.28454478,5.058886789,89.21487259,45.75703698,12.01879071,10.34405378,1.258685154,213.657382,0.297761838,6,0
2025-03-01 08:00:00,F1,31.64876994,5.679413239,98.2470547,42.10524121,14.11257697,8.133760574,1.006991313,182.5813332,0.298922688,8,0
2025-03-01 10:00:00,F1,31.64879456,5.754975008,103.993176,40.51816226,12.79505551,9.061784767,1.243199656,216.1603971,0.269113062,10,0
2025-03-01 12:00:00,F1,34.36881922,5.630304398,103.603934,42.75652159,12.02684097,8.805239858,1.314205459,196.086938,0.274285959,12,0
2025-03-01 14:00:00,F1,33.15115209,5.272462866,105.0428785,46.17129632,11.97343382,7.96355268,1.147240266,225.2625561,0.29414455,14,0
2025-03-01 16:00:00,F1,31.29578842,5.459701693,102.9096473,47.99498171,10.09112275,7.413029014,0.948977786,177.1783686,0.308138191,16,0
2025-03-01 18:00:00,F1,32.81384007,5.498695737,94.92991341,49.26674489,13.01383144,8.331963929,1.196134823,226.4510607,0.3284445,18,0
2025-03-01 20:00:00,F1,31.30487346,5.619758878,94.86099373,42.52904988,11.91959053,8.510098731,1.201718385,194.5780351,0.302776819,20,0
2025-03-01 22:00:00,F1,31.30140537,5.633668098,88.01048602,46.41922284,10.99601608,7.427413952,1.272407505,194.3078112,0.340583225,22,0
2025-03-02 00:00:00,F1,32.36294341,5.35316524,117.8477504,49.81251296,14.21292354,8.166338866,1.401090304,202.9225823,0.34815594,24,0
2025-03-02 02:00:00,F1,29.13007963,5.516399111,100.1345036,50.82797448,9.499567948,9.236204978,1.161994635,189.5438163,0.323858016,26,0
2025-03-02 04:00:00,F1,29.41262325,5.591456081,97.75146944,44.70583573,11.15500821,10.06994774,1.114371188,198.915065,0.336749442,28,0
2025-03-02 06:00:00,F1,31.15656871,5.791164464,90.71207919,43.89534138,14.0554375,8.85436932,1.08330822,188.935606,0.270278594,30,0
2025-03-02 08:00:00,F1,30.48075332,5.640901308,129.356579,45.95562117,12.63104588,9.862759686,1.219807862,189.484047,0.265524032,32,0
2025-03-02 10:00:00,F1,32.471371,5.657811337,89.26671968,39.25146264,11.90428214,7.370625789,1.247935426,207.3032893,0.315539201,34,0
2025-03-02 12:00:00,F1,30.63796389,5.516765326,95.71152074,44.03195244,12.50200709,8.701882252,1.145434461,186.4765176,0.259763706,36,0
2025-03-02 14:00:00,F1,29.88154445,5.782091829,104.1583684,48.72293199,12.35882834,9.338519509,1.277868275,188.4770865,0.291288845,38,0
2025-03-02 16:00:00,F1,34.19847315,5.581952559,106.0021297,48.20973565,8.966674907,7.103666667,1.246538408,179.4081313,0.323135757,40,0
2025-03-02 18:00:00,F1,31.66133555,5.327782418,109.5793206,43.64866198,11.30147623,7.514409888,1.204323169,192.4410398,0.342401188,42,0
2025-03-02 20:00:00,F1,32.10129231,5.780673994,118.0760851,46.08859101,15.23304331,9.737904762,1.109758528,219.6740304,0.29237353,44,0
2025-03-02 22:00:00,F1,29.86287772,5.639580655,105.0615766,40.8767483,10.68135173,7.024901144,1.151813568,187.3109954,0.280501671,46,0
2025-03-03 00:00:00,F1,31.18342591,5.411391196,89.439692,48.51746074,11.36339797,6.658869967,0.95702447,189.025501,0.309613849,48,0
2025-03-03 02:00:00,F1,32.16638388,5.404101407,97.43054875,44.61089282,10.91675847,9.527981574,1.223578706,202.9088292,0.267793697,50,0
2025-03-03 04:00:00,F1,30.27350963,5.559315109,103.0783237,43.62024274,11.82596955,9.196763225,1.202634129,194.4380535,0.294801641,52,0
2025-03-03 06:00:00,F1,32.56354703,5.592636959,120.6822604,43.19138082,10.83375434,8.432120244,1.218847899,233.4223165,0.299759999,54,0
2025-03-03 08:00:00,F1,31.09904197,5.539458453,86.02194522,44.68553067,12.973483,7.954289245,1.250431902,197.5620805,0.29916048,56,0
2025-03-03 10:00:00,F1,31.56245938,5.562261735,112.0257651,42.76061178,12.39462682,7.561475494,1.238582149,205.0282752,0.302655104,58,0
2025-03-03 12:00:00,F1,31.09744008,5.839991475,101.7991437,48.29071518,13.54709523,8.281948874,1.188961682,214.1565318,0.274964554,60,0
2025-03-03 14:00:00,F1,34.77841728,5.71430863,108.3783054,43.02358226,9.898117668,9.579806957,1.204866804,213.868668,0.27819021,62,0
2025-03-03 16:00:00,F1,31.97975416,5.538127118,98.98005283,52.96482048,11.31931903,8.238566126,1.059568358,203.4993137,0.277586512,64,0
2025-03-03 18:00:00,F1,30.41343361,5.688262116,91.5756737,52.32605252,11.54855474,10.16695927,1.141627935,197.5830877,0.25139717,66,0
2025-03-03 20:00:00,F1,33.23381737,5.293495219,107.5087278,40.54228255,12.91129382,7.102058014,1.205047105,230.360428,0.31025491,68,0
2025-03-03 22:00:00,F1,30.16873453,5.57958541,106.5443103,45.34852135,10.41355761,7.980319246,1.126414642,198.5035959,0.326839724,70,0
2025-03-04 00:00:00,F1,32.31329539,5.86186127,109.7205697,41.74671689,13.83130761,7.626941332,1.28601508,193.3746484,0.323889302,72,0
2025-03-04 02:00:00,F1,29.06049481,5.456390821,99.86695365,43.36676218,14.37283118,6.914858457,1.134136792,190.3122652,0.292125094,74,0
2025-03-04 04:00:00,F1,30.00772093,5.330473214,94.00177977,55.01213734,10.0222553,7.846916267,1.221630541,174.097952,0.275669843,76,0
2025-03-04 06:00:00,F1,32.29529185,5.369582222,84.41213005,43.46214291,11.01825421,8.417329302,1.211656566,212.3242363,0.322329439,78,0
2025-03-04 08:00:00,F1,33.10769987,5.282073393,108.1937327,46.80113019,10.93613698,8.52423018,1.274627759,164.778974,0.319167691,80,0
2025-03-04 10:00:00,F1,32.25705242,5.343047618,104.2388948,47.70660647,17.26477241,10.17045218,1.290079117,199.9141574,0.306522619,0,0
2025-03-04 12:00:00,F1,31.82652758,5.42589838,90.34217367,39.99685314,11.14019979,8.46446747,1.269403261,196.9270905,0.352329338,2,0
2025-03-04 14:00:00,F1,31.54834446,5.218886596,94.61426327,40.72452263,15.35525088,9.150136804,0.98939938,233.5994779,0.299207234,4,0
2025-03-04 16:00:00,F1,29.78221701,5.503123667,95.33241188,38.96988814,9.46673601,8.066094246,1.319414815,172.5252316,0.2922933,6,0
2025-03-04 18:00:00,F1,30.92023369,5.680455435,85.17015568,40.57014633,10.02069807,9.6780556,1.352730822,186.4834507,0.28800548,8,0
2025-03-04 20:00:00,F1,31.30904184,5.318448764,91.82317603,30.74984945,10.62679094,10.39844929,1.151787572,197.9585531,0.253173669,10,0
2025-03-04 22:00:00,F1,33.58568334,5.803856785,88.66169643,47.722912,10.30862138,8.531085131,1.223664691,197.0370599,0.319840199,12,0
2025-03-05 00:00:00,F1,32.51542743,5.602158418,95.87520988,55.27096921,11.46420253,7.007340985,1.110916832,191.7568311,0.296835439,14,0
2025-03-05 02:00:00,F1,29.35543977,5.706116117,92.61302502,45.7391037,10.58244359,7.451194977,1.005162149,198.7851814,0.315297937,16,0
2025-03-05 04:00:00,F1,32.48612595,5.368433089,83.72995079,37.9186557,10.36131681,8.281934303,1.126128473,181.1065591,0.35525634,18,0
2025-03-05 06:00:00,F1,31.42237658,5.670905045,120.2259023,41.78611809,14.31694399,8.456498035,1.145986096,205.3578932,0.288277447,20,0
2025-03-05 08:00:00,F1,30.984617,5.28161322,112.5254073,42.70561577,14.44758725,8.698425134,1.164514927,165.1777199,0.229859738,22,0
2025-03-05 10:00:00,F1,32.91751443,5.6780495,92.20980578,39.91207611,13.898593,8.460197681,1.104108591,199.6134597,0.314432111,24,0
2025-03-05 12:00:00,F1,33.54649928,5.534367868,102.724214,49.30091319,13.04799791,8.006984916,1.126657483,190.9946496,0.305005782,26,0
2025-03-05 14:00:00,F1,33.39692018,5.610650244,104.1746509,49.05130022,12.18548613,7.363801559,1.198899368,215.2443191,0.278026384,28,0
2025-03-05 16:00:00,F1,30.74117372,5.264881079,111.9108585,39.22274103,11.00593862,8.401138261,1.122977302,226.3296661,0.31191799,30,0
2025-03-05 18:00:00,F1,31.53618144,5.320986032,91.81394973,48.62540522,10.09368499,9.854987357,1.254352433,195.0342175,0.32358289,32,0
2025-03-05 20:00:00,F1,32.49689515,5.619445644,110.9210678,52.63406332,12.72599141,9.019928605,1.268166065,220.8608889,0.271601703,34,0
2025-03-05 22:00:00,F1,33.46331769,5.310330399,94.52094696,54.51279103,9.652739215,8.53470395,1.438038775,195.2582558,0.290960044,36,0
2025-03-06 00:00:00,F1,31.28123864,5.592641258,86.64137596,59.32606012,10.01215814,9.029566924,1.312567993,185.5081022,0.344302612,38,0
2025-03-06 02:00:00,F1,31.72151154,5.226572439,107.2413656,40.49003675,14.30582651,7.628935971,1.224310306,226.1885545,0.278351334,40,0
2025-03-06 04:00:00,F1,30.34049754,5.669634843,112.9075842,59.12110213,15.80129808,7.491734854,1.13797357,207.8116467,0.302000093,42,0
2025-03-06 06:00:00,F1,30.20569006,5.253495337,125.8790897,43.22896806,12.78659028,7.252214896,1.229374735,200.0665778,0.221267665,44,0
2025-03-06 08:00:00,F1,33.21878873,5.610459988,88.00274735,42.03767272,14.2129143,7.874713377,1.232659596,210.3076621,0.255544635,46,0
2025-03-06 10:00:00,F1,34.03436004,5.625126187,106.9891969,46.63536187,11.50830337,7.577994103,1.148668691,204.1132255,0.304725525,48,0
2025-03-06 12:00:00,F1,31.89198482,5.360645636,95.90198756,42.08969333,9.324651628,9.208274741,1.27837314,198.9617089,0.336839634,50,0
2025-03-06 14:00:00,F1,33.50529935,5.616405313,107.8335871,46.9952207,13.22434324,7.524676582,1.060190199,180.1034776,0.25913911,52,0
2025-03-06 16:00:00,F1,32.54245404,5.552088453,85.29510449,38.39961406,13.13857865,7.197278284,1.175560016,195.9419489,0.302236922,54,0
2025-03-06 18:00:00,F1,31.03232037,5.392231629,87.37230224,43.80623699,12.14333711,9.942577179,1.255585846,209.3488314,0.288728463,56,0
2025-03-06 20:00:00,F1,32.54209341,5.298289063,92.24125177,51.42791117,11.51524908,7.548624769,1.171241585,198.1584286,0.328592642,58,0
2025-03-06 22:00:00,F1,34.30705485,5.107474862,100.7896405,44.71469354,13.92442116,8.153528457,1.17932456,213.5348864,0.263465901,60,0
2025-03-07 00:00:00,F1,31.94626094,5.569930009,93.58918733,45.70797893,10.02853393,8.451322825,1.186221414,205.7548254,0.312902329,62,0
2025-03-07 02:00:00,F1,34.34696548,5.187039446,106.5905434,47.37629302,10.45243884,6.863306881,1.116439876,186.8279552,0.280389279,64,0
2025-03-07 04:00:00,F1,28.07038234,5.51906884,110.2689462,50.85330815,9.983786986,9.23548377,1.317390093,180.2124206,0.306691141,66,0
2025-03-07 06:00:00,F1,33.23285376,5.447310357,105.9957754,36.72387644,12.16994593,8.63711904,1.098196233,197.6423225,0.302067932,68,0
2025-03-07 08:00:00,F1,32.1305706,5.635828555,116.1878764,47.92262026,9.824213976,9.558384012,1.231815933,192.1365733,0.292446628,70,0
2025-03-07 10:00:00,F1,31.55148897,5.4395909,104.1582663,43.6593043,10.63151564,7.320778063,1.24136479,205.0448271,0.314334355,72,0
2025-03-07 12:00:00,F1,32.13764116,5.434110443,87.8310329,45.83318948,10.58848888,8.099125792,1.10513781,189.2279351,0.301309582,74,0
2025-03-07 14:00:00,F1,29.01864663,5.646374141,113.6337651,50.29975085,11.47878334,8.039355755,1.207310425,190.7691151,0.296015811,76,0
2025-03-07 16:00:00,F1,31.67049217,5.567011606,93.94843764,39.02906674,9.025251107,8.263888494,1.109036783,215.7960458,0.289307504,78,0
